Gender,EmployeeID,MonthlyIncome,PerformanceRating,PercentSalaryHike,JobLevel,Education,JobInvolvement,StockOptionLevel,YearsAtCompany,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,TrainingTimesLastYear,YearsSinceLastPromotion,YearsWithCurrManager,JR_HealthRep,JR_HHRR,JR_LabTec,JR_Man,JR_MftDir,JR_ResDir,JR_ResSci,JR_SaleExc,JR_SaleRep,MaritalStatus,DistanceFromHome,TotalWorkingYears,Age,NumCompaniesWorked,Dept_HHRR,Dept_R&Dev,Dept_Sales,Ed_HHRR,Ed_LifeSci,Ed_Mktg,Ed_Med,Ed_Tech,Ed_Other,BusinessTravel,Attrition
0,1273,23620,3,11,2,3,3,0,9,1.0,4.0,3.0,2,7,8,0,0,0,0,0,0,0,1,0,1,4,0,1,0,0,1,0,0,0,0,0,0,1,1,0
0,1274,163280,3,17,2,3,3,3,10,4.0,4.0,3.0,2,9,9,0,0,0,0,1,0,0,0,0,2,5,1,2,0,0,1,0,0,0,0,1,0,0,2,0
1,1275,83760,3,14,4,4,3,3,27,2.0,3.0,2.0,2,13,8,0,0,0,0,0,0,1,0,0,3,0,2,2,2,0,0,1,0,0,1,0,0,0,1,0
0,1276,166060,3,11,1,3,3,0,21,1.0,1.0,2.0,6,7,9,0,0,1,0,0,0,0,0,0,2,0,2,3,3,0,1,0,0,0,0,0,1,0,1,0
1,1277,86060,3,14,2,2,3,2,17,3.0,3.0,3.0,3,12,8,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
0,1278,22720,3,17,3,3,3,1,5,4.0,3.0,3.0,2,0,2,0,0,0,0,0,0,1,0,0,3,1,2,3,1,0,1,0,0,0,0,1,0,0,1,0
1,1279,20180,3,13,2,3,3,0,6,2.0,2.0,3.0,5,0,3,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0
1,1280,70830,3,12,1,2,3,1,1,2.0,1.0,3.0,5,0,0,0,0,0,0,0,0,0,1,0,3,0,2,2,1,0,1,0,0,0,0,1,0,0,1,0
1,1281,40840,3,13,2,3,3,1,3,2.0,1.0,2.0,3,1,2,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,0,0,0,0,0,0,0,1,2,0
0,1282,144110,3,18,4,2,4,3,1,4.0,3.0,2.0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1
0,1283,23080,3,19,3,4,2,1,4,1.0,3.0,2.0,4,1,3,0,0,0,0,0,0,1,0,0,2,2,2,3,3,0,1,0,0,1,0,0,0,0,2,0
1,1284,48410,3,11,1,4,3,0,5,3.0,2.0,3.0,3,0,4,0,0,0,0,0,0,0,0,1,1,5,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,1285,42850,4,21,3,2,1,1,1,3.0,2.0,3.0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,1286,97150,3,15,2,4,2,1,10,2.0,2.0,3.0,1,0,9,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
0,1287,43200,3,17,2,3,3,0,1,2.0,4.0,3.0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
1,1288,21320,3,18,2,3,3,0,11,3.0,4.0,3.0,3,1,8,0,0,0,0,0,1,0,0,0,2,5,1,1,0,0,1,0,0,0,0,1,0,0,1,0
0,1289,101240,3,14,2,4,4,1,15,3.0,1.0,3.0,2,2,8,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
1,1290,54730,3,13,1,3,1,0,0,4.0,1.0,4.0,3,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,2,1,0,0,1,0,0,0,0,0,1,0
1,1291,52070,3,17,3,3,3,3,5,1.0,3.0,4.0,3,0,2,0,0,0,0,0,0,0,1,0,2,0,1,1,2,0,1,0,0,1,0,0,0,0,1,0
0,1292,164370,3,15,3,3,3,1,4,2.0,2.0,3.0,0,0,2,0,0,0,1,0,0,0,0,0,3,1,1,2,4,0,1,0,0,0,0,1,0,0,1,0
0,1293,22960,3,18,4,3,3,1,10,4.0,4.0,2.0,2,3,0,0,1,0,0,0,0,0,0,0,1,3,1,1,0,0,0,1,0,1,0,0,0,0,1,0
1,1294,40690,3,13,3,4,3,0,6,2.0,3.0,3.0,5,0,4,0,1,0,0,0,0,0,0,0,2,4,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,1295,74410,3,12,2,3,3,1,1,1.0,4.0,3.0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,2,3,1,0,1,0,0,1,0,0,0,0,1,0
0,1296,24300,3,13,2,1,4,2,13,2.0,4.0,3.0,2,1,9,0,0,1,0,0,0,0,0,0,3,2,1,2,3,0,0,1,0,0,1,0,0,0,0,0
0,1297,58780,3,14,1,2,3,0,5,1.0,2.0,3.0,1,1,3,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,1298,26440,3,11,2,1,3,1,6,4.0,4.0,2.0,2,0,2,0,0,0,0,0,0,0,1,0,2,0,3,3,2,1,0,0,0,0,0,1,0,0,1,0
0,1299,64390,4,22,2,3,3,3,0,3.0,1.0,3.0,2,0,0,0,0,1,0,0,0,0,0,0,3,2,0,1,1,0,1,0,0,0,0,1,0,0,1,0
1,1300,24510,3,17,5,4,2,0,4,4.0,4.0,3.0,2,0,3,0,0,0,0,1,0,0,0,0,1,5,1,2,1,0,1,0,0,1,0,0,0,0,1,0
0,1301,63920,4,21,1,2,4,1,11,3.0,4.0,3.0,2,10,8,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0
1,1302,97140,4,22,2,2,3,0,9,3.0,4.0,3.0,0,4,7,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,1,1
0,1303,60770,3,16,1,3,2,2,22,3.0,2.0,2.0,2,11,11,1,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,0,0,0,0,1,0,0,2,0
1,1304,24500,3,12,5,4,3,1,10,3.0,4.0,1.0,2,1,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,0,1,0,0,1,0,0,0,0,1,0
0,1305,92500,3,12,1,3,3,3,11,3.0,2.0,2.0,0,2,7,0,0,0,0,1,0,0,0,0,3,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0
0,1306,20740,3,15,1,1,3,1,10,3.0,1.0,2.0,3,9,5,0,0,1,0,0,0,0,0,0,1,2,2,2,1,0,1,0,0,0,0,1,0,0,2,0
0,1307,101690,3,14,1,3,2,0,11,2.0,3.0,3.0,6,5,7,0,0,0,0,0,0,1,0,0,2,3,1,1,0,0,0,1,0,0,1,0,0,0,1,0
1,1308,48550,4,25,1,1,2,1,4,1.0,3.0,1.0,2,0,3,0,0,1,0,0,0,0,0,0,1,5,1,3,4,0,1,0,0,0,0,1,0,0,1,0
0,1309,40870,4,20,2,2,3,3,3,1.0,3.0,2.0,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0,1310,23670,3,13,2,4,2,0,5,2.0,3.0,4.0,2,0,4,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,1311,29720,3,14,2,4,4,0,37,4.0,3.0,2.0,2,1,8,0,0,0,0,0,0,0,1,0,2,1,3,3,0,0,1,0,0,1,0,0,0,0,1,0
1,1312,195860,3,16,1,2,2,0,3,2.0,2.0,4.0,3,1,2,0,0,0,0,0,0,1,0,0,1,4,1,2,2,0,1,0,0,0,0,1,0,0,0,0
1,1314,20610,3,15,1,2,2,1,1,4.0,1.0,3.0,2,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0
1,1315,99240,4,22,2,4,3,0,1,4.0,4.0,3.0,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1
0,1316,41980,4,22,4,4,2,1,16,1.0,3.0,3.0,2,2,10,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0
0,1317,68150,4,20,1,2,3,1,1,3.0,4.0,4.0,3,0,0,0,0,0,0,0,0,1,0,0,3,4,1,1,2,0,0,1,0,1,0,0,0,0,0,0
0,1318,47230,3,14,2,2,3,0,3,3.0,4.0,3.0,0,2,2,0,0,0,0,0,0,0,1,0,1,2,3,3,4,0,1,0,0,1,0,0,0,0,0,0
0,1319,61420,3,13,4,4,2,2,8,1.0,2.0,2.0,3,0,7,0,0,0,0,0,0,1,0,0,1,0,2,2,1,0,1,0,0,0,0,1,0,0,2,0
0,1320,82370,3,13,2,1,2,0,6,3.0,3.0,3.0,6,0,3,0,0,0,0,0,1,0,0,0,2,2,0,1,0,0,0,1,0,0,1,0,0,0,1,1
0,1321,88530,4,22,1,3,3,1,2,4.0,4.0,3.0,3,2,1,0,0,1,0,0,0,0,0,0,1,5,0,1,0,0,1,0,0,0,0,0,1,0,1,0
0,1322,193310,3,12,1,1,3,1,0,2.0,4.0,3.0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,1323,20730,3,14,1,3,3,1,13,1.0,1.0,2.0,4,12,8,0,0,0,0,0,0,0,1,0,2,0,2,2,1,0,1,0,0,1,0,0,0,0,2,0
0,1325,196130,3,17,1,3,3,0,5,4.0,4.0,3.0,5,4,4,0,0,1,0,0,0,0,0,0,2,1,2,3,1,0,1,0,0,1,0,0,0,0,0,0
0,1326,34070,3,13,2,1,3,1,5,2.0,3.0,3.0,4,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,1327,50630,3,12,2,3,3,1,1,3.0,2.0,3.0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,3,0,0,1,0,0,1,0,0,0,1,0
0,1328,46390,3,12,1,1,3,2,5,3.0,4.0,3.0,3,1,3,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
0,1329,48760,4,21,2,2,3,1,11,3.0,1.0,3.0,3,5,8,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0
0,1330,26900,3,11,1,3,3,0,9,2.0,4.0,3.0,1,2,8,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,2,0
1,1331,175670,3,13,2,3,3,0,1,1.0,4.0,3.0,6,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,2,0,1,0,0,0,0,1,0,0,1,0
0,1332,24080,3,12,1,4,3,1,25,3.0,4.0,4.0,3,4,12,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,1,0,0,1,0,0,0,0,2,0
1,1333,28140,4,24,3,3,3,0,10,1.0,3.0,2.0,2,0,9,1,0,0,0,0,0,0,0,0,3,2,1,1,0,0,1,0,0,1,0,0,0,0,2,0
0,1334,112450,4,21,2,3,3,0,7,3.0,2.0,4.0,3,0,7,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,1335,33120,3,19,2,3,1,0,5,2.0,2.0,3.0,1,4,3,0,0,1,0,0,0,0,0,0,1,3,0,3,4,0,1,0,0,1,0,0,0,0,1,1
1,1336,190490,3,14,2,2,3,1,20,1.0,3.0,3.0,2,15,15,0,0,0,0,0,0,0,0,1,2,0,2,2,3,0,1,0,0,0,0,0,0,1,1,0
1,1337,21410,4,20,3,4,3,0,7,2.0,3.0,2.0,2,7,7,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,1,0,0,0,0,0,1,0,1,1
1,1338,57690,3,19,2,3,2,0,5,3.0,2.0,2.0,4,4,3,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,1339,43850,3,13,1,2,2,1,40,4.0,4.0,2.0,2,15,6,0,0,0,0,0,0,1,0,0,1,0,3,3,0,0,0,1,0,0,0,1,0,0,1,1
0,1340,53320,4,23,1,2,3,1,0,4.0,3.0,2.0,2,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
0,1341,46630,3,13,1,4,3,1,2,3.0,4.0,3.0,1,2,1,0,0,0,0,0,0,0,1,0,1,5,0,1,0,0,0,1,0,0,0,0,1,0,1,0
1,1342,47240,3,11,1,3,2,1,15,3.0,1.0,2.0,3,5,11,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0
0,1343,32110,3,13,1,2,4,0,3,2.0,3.0,3.0,2,1,2,0,0,0,0,0,0,0,1,0,2,0,1,2,2,0,0,1,0,1,0,0,0,0,2,0
0,1344,53770,3,14,2,4,4,1,2,3.0,4.0,3.0,3,2,1,0,0,0,0,0,0,0,1,0,2,3,1,2,2,0,1,0,0,1,0,0,0,0,2,0
1,1345,40660,4,22,2,1,2,0,2,2.0,3.0,3.0,2,2,2,0,0,0,0,0,0,0,1,0,1,3,0,1,1,0,1,0,0,0,0,1,0,0,1,1
0,1346,52080,3,11,1,2,1,3,9,3.0,3.0,3.0,2,0,7,0,0,0,0,1,0,0,0,0,3,3,1,2,1,0,1,0,0,0,0,0,0,1,1,0
0,1347,48770,3,13,2,4,4,1,8,3.0,3.0,3.0,5,5,7,0,0,0,0,0,0,0,1,0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,1348,31170,4,21,2,1,4,1,3,2.0,2.0,3.0,2,0,1,0,0,0,0,0,0,1,0,0,3,5,0,1,3,1,0,0,1,0,0,0,0,0,1,0
1,1349,15690,3,11,1,3,4,0,4,1.0,4.0,3.0,2,0,3,0,0,0,1,0,0,0,0,0,2,1,1,2,1,0,1,0,0,1,0,0,0,0,2,1
1,1350,196580,3,13,1,3,4,1,15,4.0,3.0,4.0,3,5,9,0,0,0,0,0,0,1,0,0,1,1,1,2,2,0,1,0,0,1,0,0,0,0,1,0
1,1351,30690,3,14,3,1,2,1,2,1.0,3.0,3.0,3,2,2,0,0,0,0,0,0,1,0,0,1,5,0,1,1,0,0,1,0,0,0,1,0,0,1,0
0,1352,104350,3,11,2,1,3,0,11,3.0,4.0,1.0,5,4,7,0,0,1,0,0,0,0,0,0,1,4,1,1,0,0,1,0,0,0,0,1,0,0,1,0
1,1353,41480,3,15,2,4,2,0,5,1.0,1.0,4.0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,1,1,3,0,1,0,0,1,0,0,0,0,1,1
1,1354,57680,4,23,2,1,3,1,6,3.0,4.0,2.0,4,0,3,1,0,0,0,0,0,0,0,0,2,0,0,2,2,0,1,0,0,0,0,0,1,0,1,0
1,1355,50420,3,16,2,4,3,1,3,4.0,3.0,3.0,4,2,2,0,0,0,0,0,1,0,0,0,2,1,1,2,1,0,1,0,0,1,0,0,0,0,1,0
1,1356,57700,3,16,2,3,4,1,5,1.0,3.0,2.0,2,0,4,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0,1357,77560,4,21,3,3,3,0,8,4.0,4.0,4.0,3,0,7,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0
1,1358,103060,3,13,3,3,3,0,3,4.0,1.0,3.0,5,2,2,0,0,0,0,0,0,0,1,0,3,0,0,1,2,0,1,0,0,0,0,1,0,0,1,0
0,1359,39360,3,11,2,3,3,1,5,2.0,4.0,3.0,3,1,2,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,1360,79450,3,12,3,2,2,1,7,4.0,1.0,2.0,6,7,7,0,0,0,0,1,0,0,0,0,3,2,2,2,2,0,0,1,0,0,0,1,0,0,2,0
0,1361,57430,3,12,4,4,4,3,5,3.0,1.0,3.0,2,1,4,0,0,0,0,0,0,1,0,0,1,2,0,2,1,0,1,0,0,0,0,1,0,0,1,0
1,1362,152020,3,18,5,3,2,3,1,2.0,2.0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0,1363,54400,3,12,2,4,3,1,20,2.0,2.0,3.0,2,2,13,0,0,0,0,1,0,0,0,0,3,5,2,2,0,0,1,0,0,0,0,1,0,0,2,0
1,1364,37600,3,14,3,1,3,3,10,3.0,2.0,3.0,2,0,6,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0
1,1365,35170,3,12,5,2,2,1,7,2.0,3.0,1.0,1,4,5,0,0,0,0,1,0,0,0,0,1,2,1,2,1,0,0,1,0,1,0,0,0,0,1,0
0,1366,25800,3,17,1,4,3,3,17,2.0,2.0,1.0,3,0,15,0,0,0,0,0,0,1,0,0,3,0,2,2,4,0,0,1,0,0,0,0,1,0,1,0
1,1367,21660,3,19,1,2,1,1,9,2.0,4.0,3.0,4,3,7,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0
0,1368,58690,3,11,3,4,4,1,10,4.0,3.0,3.0,6,0,9,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0
1,1369,80080,3,15,3,3,3,1,1,2.0,3.0,3.0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,1,1,0
1,1370,52060,3,11,1,3,1,3,1,2.0,2.0,2.0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2,0,0,1,0,0,1,0,0,0,1,0
0,1371,52950,3,18,4,2,3,0,12,3.0,4.0,2.0,4,2,11,0,0,1,0,0,0,0,0,0,1,2,1,2,3,0,1,0,0,0,0,0,1,0,1,0
0,1372,164130,3,16,2,4,3,0,4,3.0,3.0,3.0,1,1,2,0,0,0,0,1,0,0,0,0,1,4,0,1,3,0,0,1,0,0,1,0,0,0,2,0
0,1373,132690,4,25,1,3,3,1,2,3.0,4.0,3.0,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,1374,27830,3,16,1,3,4,1,2,4.0,2.0,1.0,2,2,2,1,0,0,0,0,0,0,0,0,3,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0
0,1375,54330,3,13,2,4,2,1,5,3.0,4.0,1.0,4,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,1376,20130,3,14,2,3,3,1,5,3.0,4.0,1.0,5,1,4,0,0,0,0,1,0,0,0,0,3,0,1,3,1,0,1,0,0,1,0,0,0,0,1,0
0,1377,139660,3,19,1,3,3,0,1,3.0,3.0,2.0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,1378,43740,3,15,2,3,4,1,5,3.0,2.0,3.0,5,4,4,0,0,0,0,1,0,0,0,0,2,0,2,2,1,0,1,0,0,1,0,0,0,0,1,0
0,1379,68420,3,12,4,4,3,1,9,1.0,3.0,3.0,3,1,8,0,0,1,0,0,0,0,0,0,3,1,1,2,2,0,0,1,0,0,1,0,0,0,1,0
1,1380,174260,3,12,1,4,2,1,10,2.0,4.0,3.0,0,7,4,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0
0,1381,176030,3,16,2,1,2,0,8,1.0,4.0,4.0,0,0,7,0,0,1,0,0,0,0,0,0,2,0,1,2,2,0,0,1,0,0,0,1,0,0,1,0
1,1382,45810,3,14,1,3,3,1,5,3.0,3.0,3.0,3,1,4,0,0,0,0,1,0,0,0,0,2,4,0,1,1,0,1,0,0,0,0,1,0,0,1,0
0,1383,47350,3,13,2,4,3,0,5,3.0,2.0,2.0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,1384,41870,4,22,2,2,3,1,0,3.0,1.0,4.0,4,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,2,1
1,1385,55050,4,21,2,3,3,2,8,4.0,2.0,2.0,3,7,2,0,0,0,0,0,1,0,0,0,2,5,1,1,2,0,0,1,0,0,1,0,0,0,2,0
1,1386,54700,3,18,1,3,3,1,12,3.0,1.0,3.0,2,6,10,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
0,1387,54760,3,13,2,2,3,1,5,3.0,1.0,4.0,3,0,3,0,0,0,0,0,0,0,1,0,3,4,0,2,2,0,1,0,0,0,0,1,0,0,1,0
0,1388,25870,3,12,4,3,2,0,2,3.0,1.0,3.0,2,2,2,0,0,0,1,0,0,0,0,0,3,0,1,3,2,0,1,0,0,1,0,0,0,0,1,0
0,1389,24400,3,18,1,2,3,3,3,3.0,4.0,4.0,4,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,1390,159720,4,21,2,2,3,0,1,2.0,4.0,2.0,2,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
1,1391,153790,3,12,2,3,1,0,24,2.0,1.0,3.0,1,15,7,0,0,1,0,0,0,0,0,0,3,2,2,2,0,0,1,0,0,0,0,0,1,0,1,0
0,1392,70820,3,14,1,4,4,0,2,3.0,4.0,3.0,3,2,1,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0
0,1393,27280,3,11,2,5,4,0,4,3.0,4.0,3.0,3,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,1,0,1,0,0,0,0,1,0
1,1394,53680,3,14,2,3,3,1,3,4.0,2.0,3.0,2,1,2,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0
0,1395,53470,4,24,5,4,3,1,4,2.0,2.0,2.0,1,0,2,0,0,1,0,0,0,0,0,0,2,3,0,2,0,0,1,0,0,1,0,0,0,0,1,1
0,1396,31950,3,11,3,4,2,0,3,3.0,3.0,2.0,4,0,2,0,0,0,0,0,0,0,1,0,1,3,0,2,1,0,0,1,0,0,1,0,0,0,1,0
0,1397,39890,3,13,1,2,3,0,4,4.0,1.0,3.0,2,1,3,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0
0,1398,33060,3,11,1,3,1,3,8,4.0,2.0,3.0,6,1,6,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,1399,70050,4,20,2,3,3,2,20,4.0,3.0,3.0,2,9,9,0,0,0,0,0,0,0,1,0,1,2,2,2,0,0,1,0,0,1,0,0,0,0,1,0
1,1400,26550,3,17,2,1,2,0,24,3.0,2.0,3.0,0,2,15,0,0,1,0,0,0,0,0,0,2,1,3,3,4,0,1,0,0,1,0,0,0,0,1,0
1,1401,13930,3,11,1,4,4,2,10,4.0,3.0,2.0,4,1,9,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,0
0,1402,25700,3,18,2,2,3,0,7,4.0,2.0,3.0,2,1,0,0,0,0,0,0,0,0,0,1,2,0,2,2,1,1,0,0,1,0,0,0,0,0,1,0
1,1403,35370,3,11,2,4,3,1,33,3.0,3.0,3.0,3,11,9,0,0,0,0,0,0,0,0,1,1,0,3,2,0,0,1,0,0,0,0,1,0,0,1,0
0,1404,39860,3,12,1,3,3,2,7,4.0,2.0,2.0,3,0,3,0,0,0,0,0,0,1,0,0,2,3,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,1405,108830,3,12,2,4,4,0,1,2.0,3.0,3.0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1
0,1406,20280,4,20,1,2,2,1,5,4.0,4.0,4.0,2,2,2,1,0,0,0,0,0,0,0,0,3,1,0,2,2,0,1,0,0,0,0,1,0,0,0,0
1,1407,95250,3,19,1,2,3,0,20,1.0,4.0,3.0,3,11,8,0,0,0,0,0,0,0,1,0,1,1,2,2,4,0,1,0,0,0,0,1,0,0,0,0
0,1409,22750,3,13,2,3,4,0,6,2.0,2.0,3.0,2,1,2,0,0,0,0,0,1,0,0,0,2,0,1,1,2,0,1,0,0,0,0,0,0,1,2,0
0,1410,78790,3,11,2,1,3,1,5,3.0,3.0,3.0,2,0,2,0,0,0,0,0,0,0,1,0,3,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0
0,1411,49300,3,14,5,2,3,0,1,4.0,3.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,4,0,0,1,0,0,1,0,0,0,1,0
1,1412,78470,3,14,1,1,4,1,7,4.0,4.0,1.0,3,1,7,0,0,0,0,1,0,0,0,0,1,5,0,2,1,1,0,0,1,0,0,0,0,0,1,0
0,1413,44010,3,13,1,4,2,0,2,3.0,1.0,3.0,4,2,0,0,0,0,1,0,0,0,0,0,1,2,0,1,2,0,1,0,0,0,0,1,0,0,2,0
1,1414,92410,3,19,2,1,3,1,7,4.0,4.0,3.0,5,1,7,0,0,0,0,0,0,0,1,0,3,4,0,2,0,0,1,0,0,0,0,0,0,1,0,0
0,1415,29740,4,23,4,2,3,0,5,4.0,3.0,4.0,2,2,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0
1,1416,45020,3,12,1,3,2,2,7,3.0,4.0,4.0,0,3,7,0,0,1,0,0,0,0,0,0,1,4,1,2,4,0,1,0,0,0,0,1,0,0,1,0
1,1417,107480,3,15,3,4,3,0,1,2.0,1.0,3.0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,3,0,0,1,0,1,0,0,0,0,1,1
1,1418,15550,3,19,2,2,3,2,10,2.0,4.0,2.0,2,1,9,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,1,0,1,0,0,0,0,1,1
1,1419,129360,3,11,4,3,3,2,4,4.0,2.0,2.0,3,2,2,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,1420,23050,3,17,2,3,3,0,8,2.0,4.0,3.0,3,1,7,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0
0,1421,167040,4,22,1,2,4,0,3,4.0,4.0,1.0,2,0,2,0,0,0,0,1,0,0,0,0,1,5,0,2,4,0,1,0,0,1,0,0,0,0,0,0
0,1422,34330,3,18,5,1,3,0,4,4.0,1.0,3.0,3,0,3,0,0,0,0,0,0,1,0,0,3,5,1,2,3,0,1,0,0,0,0,1,0,0,1,0
0,1423,34770,3,11,1,3,4,0,14,4.0,4.0,2.0,2,9,8,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1
0,1424,64300,3,12,2,4,2,1,11,3.0,3.0,3.0,2,5,8,1,0,0,0,0,0,0,0,0,2,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1,1425,65160,3,19,1,2,3,1,7,4.0,3.0,3.0,4,0,7,0,0,1,0,0,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,1,0,0,2,0
1,1426,39070,3,13,1,1,3,0,10,2.0,2.0,1.0,2,4,7,0,0,0,0,1,0,0,0,0,1,0,1,2,2,0,1,0,0,0,0,1,0,0,1,0
