ID,Active,Gender,Age,Marital ST,Income,Salary Hike,Years in Co.,Job Role,Job Level,Department,Performance,Env. Satisf,Job Satisf,Job Involv,Yr. since promo,No. training,WorkLifeBalance,YearsWithCurrManager,StockOptionLevel,TotalWorkingYears,NumCompaniesWorked,Education,EducationField,DistanceFromHome
1448,No,Female,2,Married,29320,24,17,Manufacturing Director,2,Sales,4,4.0,4.0,3,1,3,3.0,9,0,2,2,3,Marketing,0
1449,Yes,Male,1,Married,51470,11,9,Manager,2,Sales,3,1.0,1.0,3,1,2,4.0,7,0,1,3,3,Life Sciences,0
1450,No,Male,2,Single,45070,14,33,Sales Executive,1,Research & Development,3,1.0,3.0,2,15,3,4.0,12,0,3,0,3,Technical Degree,0
1451,No,Female,1,Married,85640,16,4,Manufacturing Director,3,Human Resources,3,3.0,2.0,2,1,2,3.0,2,1,0,1,4,Life Sciences,2
1452,Yes,Male,1,Single,24680,11,3,Healthcare Representative,3,Sales,3,4.0,3.0,3,1,2,1.0,2,0,0,0,1,Life Sciences,4
1453,No,Male,2,Divorced,81610,12,3,Research Director,2,Sales,3,3.0,3.0,4,1,2,3.0,2,1,0,3,4,Life Sciences,5
1454,No,Male,1,Married,21090,13,3,Research Scientist,4,Sales,3,3.0,4.0,2,2,3,3.0,2,1,0,0,4,Marketing,0
1455,No,Female,2,Divorced,52940,15,1,Laboratory Technician,2,Sales,3,3.0,1.0,2,0,3,2.0,0,0,1,1,3,Life Sciences,5
1456,No,Male,2,Divorced,27180,14,9,Manufacturing Director,1,Research & Development,3,1.0,4.0,2,4,4,3.0,7,1,0,0,3,Life Sciences,0
1457,No,Female,2,Married,58110,14,24,Sales Representative,2,Research & Development,3,3.0,4.0,2,1,4,3.0,7,0,2,0,1,Life Sciences,3
1458,No,Male,1,Divorced,24370,14,2,Research Scientist,1,Research & Development,3,2.0,3.0,4,2,3,3.0,2,1,0,4,4,Medical,1
1459,No,Female,1,Married,27660,12,2,Sales Executive,1,Research & Development,3,3.0,4.0,3,0,2,2.0,2,1,0,0,4,Life Sciences,0
1460,No,Female,1,Married,190380,13,11,Sales Executive,1,Research & Development,3,4.0,1.0,2,5,3,3.0,9,0,1,3,3,Other,5
1461,No,Female,1,Married,30550,14,3,Manufacturing Director,2,Research & Development,3,3.0,1.0,3,0,3,2.0,2,3,1,1,5,Medical,4
1462,No,Male,2,Married,22890,13,3,Research Scientist,3,Sales,3,1.0,3.0,2,0,3,3.0,2,0,0,2,1,Marketing,4
1463,Yes,Male,1,Divorced,40010,11,1,Laboratory Technician,1,Sales,3,1.0,3.0,3,0,2,3.0,0,1,1,3,3,Marketing,0
1464,No,Female,2,Single,129650,19,19,Manufacturing Director,1,Research & Development,3,3.0,3.0,3,11,2,3.0,8,1,2,0,3,Medical,4
1465,No,Female,1,Single,35390,18,6,Human Resources,2,Sales,3,3.0,4.0,2,1,2,3.0,5,0,0,0,3,Other,0
1466,No,Female,2,Single,60290,17,3,Research Scientist,1,Research & Development,3,4.0,1.0,3,0,5,3.0,2,1,1,1,4,Medical,1
1467,No,Male,1,Divorced,26790,15,3,Laboratory Technician,1,Research & Development,3,4.0,4.0,2,0,2,3.0,2,0,1,1,4,Medical,0
1468,No,Male,1,Married,37020,20,4,Sales Executive,2,Research & Development,4,1.0,3.0,3,1,4,3.0,2,0,0,0,2,Life Sciences,5
1470,No,Male,2,Divorced,54680,12,21,Laboratory Technician,2,Research & Development,3,1.0,3.0,4,3,6,3.0,9,0,2,0,3,Medical,5
1472,Yes,Female,1,Single,41890,23,5,Research Scientist,1,Research & Development,4,3.0,2.0,2,1,3,4.0,4,1,0,0,1,Life Sciences,2
1473,No,Male,1,Married,193280,15,5,Sales Executive,4,Research & Development,3,2.0,2.0,3,0,2,1.0,3,3,0,0,4,Other,3
1474,No,Male,2,Married,83210,11,8,Human Resources,3,Research & Development,3,4.0,4.0,2,7,5,3.0,5,3,1,1,5,Life Sciences,0
1475,No,Male,1,Single,23420,12,6,Sales Executive,1,Research & Development,3,4.0,1.0,3,0,2,3.0,4,2,0,2,1,Medical,2
1476,No,Female,2,Married,40710,13,7,Research Director,4,Research & Development,3,3.0,2.0,3,7,5,2.0,7,0,2,1,3,Life Sciences,1
1478,No,Male,1,Married,31430,22,0,Sales Executive,2,Research & Development,4,1.0,2.0,3,0,2,3.0,0,3,1,1,3,Life Sciences,3
1479,No,Male,1,Married,20440,21,9,Laboratory Technician,3,Research & Development,4,2.0,4.0,3,7,2,3.0,8,0,1,0,3,Life Sciences,0
1480,No,Female,1,Divorced,134640,13,6,Laboratory Technician,4,Research & Development,3,2.0,1.0,3,1,2,3.0,5,1,0,0,4,Medical,1
1481,No,Male,2,Married,79910,13,20,Laboratory Technician,2,Research & Development,3,3.0,4.0,2,4,2,3.0,10,2,2,0,2,Medical,3
1482,No,Male,1,Married,33770,12,15,Laboratory Technician,1,Research & Development,3,4.0,4.0,3,10,2,3.0,11,2,1,0,1,Life Sciences,5
1483,No,Female,3,Single,55380,17,36,Sales Executive,1,Research & Development,3,4.0,1.0,3,4,2,3.0,13,0,3,0,4,Life Sciences,2
1484,Yes,Male,2,Married,57620,11,10,Research Scientist,1,Research & Development,3,1.0,2.0,2,9,4,2.0,9,2,1,0,1,Medical,0
1485,No,Male,1,Married,25920,14,5,Manufacturing Director,1,Research & Development,3,4.0,4.0,3,0,2,2.0,4,0,0,0,3,Life Sciences,0
1486,No,Male,1,Married,53460,11,5,Healthcare Representative,2,Research & Development,3,3.0,4.0,3,0,2,4.0,1,0,0,2,3,Life Sciences,0
1487,No,Male,0,Single,42130,12,3,Laboratory Technician,1,Research & Development,3,4.0,3.0,2,1,3,4.0,0,3,0,0,2,Life Sciences,0
1488,No,Male,1,Divorced,41270,13,5,Sales Executive,2,Research & Development,3,1.0,4.0,3,0,2,3.0,2,1,1,1,3,Medical,0
1489,No,Male,1,Divorced,24380,16,7,Sales Representative,1,Sales,3,2.0,2.0,2,6,5,2.0,2,0,1,3,4,Life Sciences,1
1490,No,Female,2,Divorced,68700,11,8,Manager,1,Research & Development,3,1.0,1.0,3,7,5,3.0,7,1,0,0,3,Life Sciences,1
1491,No,Male,1,Divorced,104470,18,6,Laboratory Technician,2,Research & Development,3,3.0,2.0,3,1,3,1.0,4,0,0,0,4,Other,0
1492,No,Male,2,Divorced,96670,23,10,Research Scientist,1,Sales,4,1.0,2.0,2,1,2,2.0,6,0,2,1,4,Life Sciences,1
1493,No,Female,2,Married,21480,11,5,Research Scientist,2,Research & Development,3,3.0,3.0,3,1,2,2.0,3,0,2,1,4,Life Sciences,2
1494,No,Male,2,Married,89260,14,20,Manufacturing Director,1,Research & Development,3,2.0,3.0,1,11,4,3.0,6,0,2,0,4,Life Sciences,0
1495,No,Male,1,Single,65130,11,10,Laboratory Technician,1,Research & Development,3,2.0,4.0,3,0,2,2.0,9,1,1,0,4,Medical,3
1496,No,Female,3,Married,67990,11,10,Research Scientist,1,Research & Development,3,2.0,4.0,3,0,2,3.0,8,0,1,1,4,Other,0
1497,No,Female,1,Married,162910,22,5,Manager,1,Research & Development,4,1.0,1.0,3,3,3,3.0,3,0,0,0,3,Life Sciences,1
1498,No,Male,1,Single,27050,11,17,Research Scientist,1,Sales,3,4.0,4.0,3,5,2,3.0,7,0,1,0,1,Marketing,1
1499,Yes,Male,2,Divorced,103330,14,1,Research Scientist,2,Research & Development,3,4.0,3.0,2,0,2,1.0,0,1,1,1,2,Medical,0
1500,No,Female,2,Divorced,44480,12,2,Manager,1,Sales,3,4.0,4.0,2,1,3,3.0,2,0,1,4,3,Marketing,0
1501,Yes,Male,1,Divorced,68540,11,3,Research Scientist,3,Research & Development,3,1.0,2.0,2,0,5,3.0,2,0,0,1,3,Medical,0
1502,No,Male,1,Single,96370,13,5,Human Resources,1,Research & Development,3,4.0,4.0,2,0,6,3.0,2,0,0,0,3,Other,1
1503,No,Female,2,Single,35910,13,3,Research Scientist,2,Research & Development,3,3.0,1.0,3,1,2,3.0,2,0,2,4,1,Medical,0
1504,No,Male,1,Single,54050,14,8,Sales Executive,3,Sales,3,3.0,2.0,3,7,2,3.0,7,0,1,2,3,Technical Degree,1
1505,No,Male,1,Divorced,46840,16,2,Sales Executive,1,Research & Development,3,4.0,2.0,3,2,4,2.0,2,1,0,0,4,Medical,1
1506,Yes,Male,1,Single,157870,12,8,Manager,2,Research & Development,3,4.0,4.0,3,7,5,3.0,4,2,0,0,3,Medical,1
1507,No,Male,1,Married,15140,14,4,Laboratory Technician,1,Sales,3,2.0,4.0,3,1,3,2.0,2,0,0,0,1,Marketing,1
1508,No,Male,2,Married,29560,13,20,Research Director,3,Sales,3,3.0,2.0,3,4,2,4.0,8,0,2,2,2,Marketing,0
1509,Yes,Male,0,Single,23350,14,0,Sales Executive,1,Research & Development,3,3.0,3.0,2,0,3,3.0,0,2,0,0,4,Life Sciences,0
1510,No,Male,1,Married,51540,19,11,Laboratory Technician,1,Sales,3,3.0,2.0,2,6,2,2.0,9,0,1,0,2,Life Sciences,4
1511,No,Female,1,Married,69620,12,1,Sales Executive,3,Research & Development,3,3.0,4.0,2,0,2,3.0,0,2,0,2,3,Other,1
1512,No,Male,2,Divorced,56750,13,4,Laboratory Technician,2,Research & Development,3,4.0,2.0,2,1,2,3.0,2,0,1,2,3,Life Sciences,0
1513,No,Male,2,Single,23790,12,22,Laboratory Technician,1,Research & Development,3,4.0,2.0,3,0,6,3.0,4,0,2,0,1,Life Sciences,5
1514,No,Male,0,Single,38120,15,0,Research Scientist,1,Sales,3,4.0,3.0,3,0,3,3.0,0,0,0,0,3,Life Sciences,1
1515,No,Male,1,Single,46480,23,8,Sales Representative,1,Research & Development,4,2.0,1.0,2,0,2,3.0,7,2,0,0,3,Medical,1
1516,No,Male,1,Married,29360,12,8,Manufacturing Director,1,Research & Development,3,2.0,4.0,3,7,2,2.0,7,1,1,2,1,Technical Degree,1
1517,No,Female,2,Divorced,21050,20,18,Human Resources,2,Sales,4,3.0,4.0,3,3,3,2.0,7,0,1,0,4,Marketing,1
1519,No,Male,1,Married,27060,21,13,Laboratory Technician,2,Sales,4,4.0,3.0,3,4,4,2.0,8,1,1,0,3,Marketing,0
1520,No,Female,2,Married,63840,19,10,Research Scientist,3,Research & Development,3,1.0,2.0,2,0,4,3.0,1,2,1,1,2,Life Sciences,1
1521,No,Male,3,Divorced,39680,13,5,Manufacturing Director,2,Research & Development,3,4.0,3.0,2,1,3,3.0,2,2,1,1,3,Life Sciences,0
1523,No,Male,1,Married,132250,21,2,Sales Executive,2,Sales,4,1.0,1.0,3,1,2,3.0,0,1,0,1,4,Marketing,1
1524,No,Female,2,Divorced,35400,13,24,Sales Executive,1,Research & Development,3,1.0,1.0,3,9,6,3.0,11,0,2,0,1,Medical,0
1525,No,Female,1,Divorced,28040,19,2,Research Scientist,2,Sales,3,3.0,4.0,3,2,0,1.0,2,2,0,0,4,Marketing,3
1526,No,Male,1,Married,193920,12,10,Research Director,4,Research & Development,3,4.0,2.0,3,8,3,3.0,8,1,1,3,3,Life Sciences,1
1527,No,Male,2,Married,196650,22,21,Sales Executive,1,Sales,4,3.0,1.0,3,11,6,3.0,10,1,2,0,4,Life Sciences,0
1528,No,Male,2,Single,24390,15,8,Research Scientist,4,Research & Development,3,3.0,4.0,3,1,2,3.0,7,0,0,0,4,Medical,1
1529,No,Male,2,Single,73140,22,7,Manufacturing Director,3,Research & Development,4,3.0,3.0,3,0,2,3.0,7,0,2,3,3,Life Sciences,0
1530,Yes,Female,2,Married,47740,18,8,Research Scientist,2,Research & Development,3,3.0,2.0,3,7,2,2.0,7,1,1,1,1,Life Sciences,1
1531,No,Male,1,Single,39020,22,4,Research Scientist,3,Research & Development,4,3.0,2.0,3,1,2,2.0,2,0,0,0,4,Medical,3
1532,No,Male,1,Married,26620,11,13,Research Scientist,3,Research & Development,3,3.0,2.0,4,11,6,3.0,9,1,1,0,3,Life Sciences,0
1533,No,Female,1,Single,28560,12,5,Research Director,4,Research & Development,3,4.0,3.0,4,0,5,3.0,4,2,0,0,2,Medical,2
1535,No,Male,1,Single,24720,13,7,Healthcare Representative,2,Research & Development,3,1.0,4.0,3,0,2,2.0,7,0,1,3,3,Technical Degree,1
1536,Yes,Male,1,Married,56730,14,3,Sales Executive,1,Research & Development,3,1.0,4.0,2,2,4,2.0,2,1,0,2,4,Medical,1
1537,No,Female,1,Married,41970,13,10,Research Director,4,Research & Development,3,4.0,4.0,3,1,3,3.0,9,0,1,0,3,Life Sciences,2
1538,No,Female,1,Married,97130,17,10,Manager,1,Research & Development,3,3.0,3.0,2,8,5,3.0,9,0,1,0,1,Life Sciences,0
1539,No,Female,2,Married,20620,13,21,Research Scientist,1,Research & Development,3,3.0,4.0,3,13,4,3.0,3,0,2,0,4,Medical,3
1540,Yes,Female,2,Married,42840,17,1,Laboratory Technician,1,Research & Development,3,4.0,3.0,3,0,0,2.0,0,1,1,2,1,Medical,0
1541,No,Male,1,Single,47880,11,7,Research Scientist,4,Sales,3,2.0,4.0,3,0,0,2.0,1,1,0,1,2,Life Sciences,0
1542,No,Female,2,Married,59060,23,3,Healthcare Representative,2,Research & Development,4,4.0,3.0,4,1,4,3.0,1,0,2,2,3,Life Sciences,0
1543,No,Female,2,Divorced,38860,17,9,Research Director,5,Research & Development,3,3.0,3.0,3,0,2,4.0,0,2,0,0,3,Medical,2
1544,No,Male,1,Married,168230,17,5,Research Director,1,Research & Development,3,3.0,2.0,3,1,3,3.0,4,0,0,0,3,Life Sciences,0
1545,No,Male,3,Single,29330,12,4,Research Scientist,2,Research & Development,3,4.0,3.0,3,0,2,2.0,3,2,2,1,4,Life Sciences,0
1546,No,Female,2,Married,65000,23,1,Manager,2,Research & Development,4,3.0,1.0,3,0,3,2.0,0,0,1,4,2,Life Sciences,1
1547,No,Female,2,Married,171740,14,10,Sales Executive,1,Sales,3,4.0,4.0,3,9,6,3.0,8,1,1,4,1,Marketing,0
1548,No,Male,2,Married,50330,14,4,Research Scientist,4,Research & Development,3,2.0,4.0,3,0,6,2.0,2,2,0,1,4,Other,0
1549,Yes,Female,1,Married,23070,13,7,Research Scientist,1,Research & Development,3,2.0,1.0,3,0,0,2.0,7,1,0,0,3,Medical,5
1550,No,Male,1,Single,25870,22,3,Sales Representative,3,Human Resources,4,2.0,4.0,3,2,3,3.0,2,2,0,0,3,Medical,1
1551,No,Male,1,Divorced,55070,12,10,Research Scientist,2,Research & Development,3,4.0,3.0,2,1,2,3.0,2,2,1,0,3,Life Sciences,2
1552,No,Male,1,Married,43930,18,8,Manager,1,Research & Development,3,2.0,2.0,2,0,2,3.0,7,1,0,0,2,Medical,2
1553,No,Male,1,Divorced,133480,14,6,Healthcare Representative,2,Sales,3,4.0,4.0,3,0,4,2.0,4,0,0,3,4,Life Sciences,0
1554,No,Male,2,Divorced,65830,12,11,Laboratory Technician,1,Research & Development,3,3.0,4.0,3,2,1,3.0,9,0,1,0,4,Medical,5
1555,No,Female,1,Single,81030,15,11,Manager,3,Research & Development,3,3.0,4.0,3,4,5,2.0,10,1,1,0,3,Medical,1
1556,No,Male,1,Divorced,39780,11,7,Sales Executive,3,Research & Development,3,4.0,2.0,3,1,0,3.0,7,0,0,0,4,Life Sciences,0
1557,No,Male,1,Single,25440,13,16,Manager,3,Sales,3,3.0,2.0,4,0,3,3.0,13,1,1,0,2,Technical Degree,3
1558,No,Male,1,Divorced,53990,23,4,Manufacturing Director,1,Research & Development,4,3.0,4.0,2,0,2,2.0,2,0,0,0,4,Life Sciences,4
1559,No,Female,2,Single,54870,19,5,Laboratory Technician,1,Research & Development,3,4.0,2.0,3,1,0,3.0,2,2,0,3,2,Life Sciences,1
1560,No,Female,2,Single,68340,16,0,Laboratory Technician,2,Sales,3,2.0,3.0,4,0,2,3.0,0,1,0,1,3,Medical,0
1561,No,Male,2,Single,10910,22,1,Manager,1,Research & Development,4,1.0,4.0,1,0,0,3.0,0,0,1,1,4,Life Sciences,0
1562,No,Male,1,Married,57360,22,4,Human Resources,2,Sales,4,4.0,3.0,2,0,1,2.0,2,0,0,0,4,Marketing,4
1563,No,Male,2,Divorced,22260,12,3,Research Scientist,3,Sales,3,3.0,3.0,2,1,3,3.0,0,1,0,0,4,Medical,1
1564,No,Male,1,Married,57470,13,8,Research Scientist,2,Research & Development,3,3.0,2.0,3,0,0,3.0,7,0,0,0,3,Medical,0
1565,No,Male,2,Married,98540,16,0,Sales Executive,4,Sales,3,1.0,3.0,2,0,2,1.0,0,1,1,1,4,Medical,2
1566,No,Male,1,Divorced,54670,12,7,Manufacturing Director,2,Research & Development,3,3.0,1.0,3,6,2,3.0,7,0,1,2,5,Technical Degree,1
1567,No,Male,1,Married,53800,21,2,Healthcare Representative,1,Sales,4,4.0,3.0,3,2,0,4.0,2,1,0,3,4,Other,5
1568,No,Female,1,Married,51510,15,8,Laboratory Technician,5,Sales,3,3.0,3.0,3,7,3,3.0,7,3,0,0,3,Medical,5
1569,No,Female,2,Single,21330,13,1,Laboratory Technician,1,Sales,3,1.0,4.0,3,0,2,3.0,0,2,1,1,2,Medical,0
1570,Yes,Female,0,Single,178750,12,3,Manufacturing Director,4,Research & Development,3,1.0,2.0,2,1,5,3.0,2,0,0,0,3,Medical,1
1571,No,Male,1,Single,24320,22,1,Laboratory Technician,2,Human Resources,4,4.0,4.0,1,0,4,3.0,0,0,0,2,3,Human Resources,5
1572,No,Female,1,Married,47710,13,13,Research Scientist,2,Research & Development,3,1.0,4.0,3,1,2,3.0,12,1,1,2,3,Life Sciences,1
1573,No,Male,3,Married,191610,18,3,Research Scientist,5,Research & Development,3,4.0,3.0,1,1,2,3.0,2,0,1,1,4,Life Sciences,4
1574,No,Male,2,Married,50870,14,7,Sales Executive,2,Research & Development,3,4.0,3.0,3,1,3,3.0,7,1,1,1,3,Other,1
1575,No,Female,0,Single,28630,14,3,Manager,2,Research & Development,3,1.0,4.0,1,2,2,2.0,2,0,0,0,5,Life Sciences,0
1576,Yes,Female,1,Single,55610,21,1,Manager,5,Human Resources,4,4.0,3.0,1,0,3,3.0,0,1,0,0,2,Human Resources,5
1577,No,Male,1,Married,21440,19,5,Research Scientist,4,Research & Development,3,3.0,1.0,4,0,3,3.0,3,0,1,3,3,Life Sciences,1
1578,No,Female,2,Married,30650,11,1,Laboratory Technician,2,Sales,3,3.0,3.0,3,0,3,4.0,0,0,0,1,4,Marketing,0
1579,Yes,Female,2,Single,28100,11,8,Research Scientist,1,Research & Development,3,1.0,2.0,4,7,3,3.0,7,0,0,0,1,Medical,3
1580,No,Female,2,Single,98880,15,4,Laboratory Technician,3,Research & Development,3,4.0,4.0,3,1,2,3.0,3,0,2,3,3,Medical,1
1581,Yes,Female,2,Married,86280,20,6,Healthcare Representative,1,Research & Development,4,3.0,3.0,2,1,2,3.0,0,0,0,1,3,Medical,1
1582,No,Male,1,Single,28670,24,2,Human Resources,4,Research & Development,4,3.0,2.0,3,2,5,3.0,2,0,0,0,3,Life Sciences,0
1583,Yes,Male,0,Single,53730,12,1,Laboratory Technician,1,Human Resources,3,3.0,2.0,3,0,2,3.0,0,1,0,0,2,Human Resources,2
1584,No,Female,1,Single,66670,12,3,Research Director,2,Research & Development,3,4.0,4.0,4,1,6,3.0,2,1,0,4,3,Life Sciences,0
1585,No,Female,1,Single,50030,15,1,Sales Executive,3,Research & Development,3,3.0,2.0,3,0,2,3.0,0,0,1,4,3,Life Sciences,5
1586,No,Male,1,Divorced,23670,12,5,Sales Executive,1,Sales,3,4.0,2.0,3,0,2,3.0,4,1,0,0,3,Life Sciences,0
1587,No,Male,1,Single,28580,12,7,Manager,3,Research & Development,3,2.0,4.0,2,0,2,3.0,7,0,0,0,2,Medical,0
1588,No,Male,2,Single,52040,14,5,Manufacturing Director,2,Sales,3,2.0,3.0,3,0,3,3.0,0,1,2,4,3,Technical Degree,0
1589,No,Male,2,Married,41050,22,7,Sales Executive,1,Research & Development,4,3.0,4.0,3,0,2,2.0,7,1,1,2,2,Life Sciences,0
1590,No,Male,1,Married,96790,12,2,Sales Executive,1,Sales,3,4.0,3.0,3,2,1,3.0,2,0,0,2,2,Life Sciences,3
1591,Yes,Male,1,Single,56170,25,5,Sales Representative,1,Research & Development,4,1.0,4.0,3,0,3,2.0,4,1,0,4,3,Life Sciences,1
1592,No,Male,3,Single,104480,13,5,Laboratory Technician,1,Sales,3,3.0,4.0,3,1,3,3.0,2,0,3,1,3,Marketing,5
1593,No,Female,1,Divorced,28970,18,5,Manager,5,Research & Development,3,4.0,3.0,3,0,4,4.0,3,3,0,0,3,Life Sciences,0
1594,No,Female,1,Married,59680,13,1,Manager,2,Research & Development,3,3.0,2.0,3,0,3,3.0,0,0,0,0,3,Life Sciences,0
1595,Yes,Male,1,Single,75100,18,6,Manager,2,Sales,3,3.0,1.0,3,0,3,3.0,4,3,0,0,3,Life Sciences,2
1596,No,Male,1,Married,29910,19,2,Research Scientist,1,Research & Development,3,1.0,2.0,2,1,3,3.0,2,2,0,0,5,Other,3
1598,Yes,Male,1,Single,11290,19,1,Research Scientist,3,Sales,3,3.0,4.0,2,0,2,3.0,0,0,0,4,2,Marketing,0
1599,No,Male,1,Divorced,133410,14,18,Sales Executive,1,Research & Development,3,4.0,1.0,3,12,3,2.0,17,1,1,0,1,Technical Degree,2
1600,No,Male,2,Divorced,43320,14,5,Research Scientist,3,Research & Development,3,4.0,2.0,2,1,3,3.0,3,2,0,3,2,Medical,1
1601,No,Female,2,Divorced,110310,12,5,Manager,4,Research & Development,3,2.0,1.0,2,1,2,3.0,2,1,0,1,3,Medical,0
1602,No,Male,1,Single,44400,11,1,Sales Executive,3,Sales,3,3.0,2.0,2,0,3,2.0,1,1,1,1,1,Marketing,1
1603,No,Female,2,Divorced,46170,11,25,Sales Executive,1,Sales,3,1.0,2.0,3,3,2,3.0,9,0,2,0,2,Life Sciences,2
1604,No,Female,2,Married,26470,13,1,Laboratory Technician,1,Sales,3,2.0,3.0,2,0,2,3.0,0,0,2,3,2,Life Sciences,1
1605,No,Female,3,Married,63230,23,4,Manufacturing Director,2,Human Resources,4,1.0,1.0,2,1,2,2.0,2,1,2,2,3,Life Sciences,1
1606,No,Male,1,Married,56770,20,3,Laboratory Technician,1,Research & Development,4,3.0,3.0,3,1,3,3.0,2,1,0,4,3,Medical,5
1607,No,Male,1,Married,21870,15,13,Sales Executive,3,Research & Development,3,2.0,1.0,2,3,2,1.0,12,1,1,0,4,Life Sciences,2
1608,No,Female,2,Married,37480,14,3,Manufacturing Director,1,Sales,3,4.0,4.0,2,1,3,3.0,2,2,0,3,3,Life Sciences,2
1609,No,Male,2,Divorced,39770,18,5,Sales Representative,2,Sales,3,3.0,3.0,3,0,3,3.0,2,1,0,2,4,Life Sciences,5
1610,No,Male,1,Single,86330,19,5,Manufacturing Director,1,Human Resources,3,2.0,4.0,4,1,2,3.0,3,1,0,0,2,Human Resources,1
1611,No,Male,1,Married,20080,22,13,Laboratory Technician,3,Research & Development,4,2.0,3.0,2,10,5,3.0,7,0,1,1,3,Medical,0
1612,No,Male,1,Married,44400,13,4,Laboratory Technician,3,Research & Development,3,4.0,1.0,3,3,2,3.0,2,1,0,0,1,Medical,4
1613,No,Female,2,Divorced,30670,20,21,Sales Executive,1,Research & Development,4,2.0,3.0,1,1,5,3.0,6,1,2,0,4,Technical Degree,5
1614,No,Female,3,Married,53210,14,7,Sales Executive,3,Research & Development,3,3.0,1.0,3,7,1,2.0,7,0,3,4,4,Life Sciences,4
1615,No,Female,1,Single,54100,17,5,Manufacturing Director,2,Sales,3,2.0,3.0,3,4,2,3.0,4,1,0,0,4,Medical,1
1616,No,Female,2,Married,27820,14,10,Research Scientist,3,Research & Development,3,2.0,1.0,2,0,2,3.0,7,0,1,0,3,Technical Degree,1
1617,No,Male,1,Divorced,119570,13,10,Healthcare Representative,3,Research & Development,3,3.0,1.0,2,1,2,3.0,8,0,1,0,3,Medical,1
1618,Yes,Female,1,Married,26600,13,2,Laboratory Technician,3,Research & Development,3,1.0,1.0,3,0,3,3.0,2,0,0,2,2,Life Sciences,1
1619,No,Female,2,Married,33750,21,5,Sales Representative,2,Research & Development,4,4.0,3.0,2,0,2,3.0,4,0,2,1,2,Life Sciences,5
1620,No,Female,2,Married,50980,14,2,Sales Executive,1,Research & Development,3,1.0,4.0,3,0,4,2.0,2,1,0,1,3,Medical,0
1621,No,Male,2,Married,48780,11,5,Research Scientist,2,Research & Development,3,4.0,4.0,3,1,3,1.0,4,1,3,1,3,Medical,2
1622,No,Female,2,Divorced,28370,13,5,Healthcare Representative,2,Sales,3,1.0,3.0,2,0,0,3.0,2,1,1,1,3,Marketing,2
1623,No,Male,1,Single,24060,20,5,Sales Executive,1,Sales,4,3.0,4.0,3,0,5,3.0,2,1,1,1,3,Marketing,5
1624,No,Female,3,Married,22690,18,29,Manufacturing Director,1,Research & Development,3,1.0,1.0,3,11,4,1.0,10,1,3,2,3,Life Sciences,2
1625,No,Female,2,Divorced,41080,14,10,Sales Executive,1,Sales,3,3.0,3.0,2,0,5,2.0,8,0,1,1,4,Marketing,3
1626,No,Male,2,Married,132060,13,6,Sales Executive,4,Research & Development,3,4.0,4.0,3,0,2,4.0,4,2,0,0,4,Technical Degree,3
1627,Yes,Male,1,Single,104220,17,5,Research Scientist,1,Research & Development,3,1.0,2.0,2,1,0,3.0,4,1,0,0,2,Medical,5
1628,Yes,Male,1,Divorced,137440,20,2,Research Scientist,2,Research & Development,4,4.0,3.0,3,1,3,2.0,0,1,0,0,3,Medical,1
1629,No,Female,2,Married,49070,11,1,Sales Executive,2,Sales,3,4.0,4.0,3,0,3,3.0,0,1,0,0,3,Marketing,0
1630,No,Female,2,Married,34820,18,20,Sales Executive,1,Sales,3,3.0,3.0,2,1,2,3.0,12,1,2,0,4,Marketing,5
1631,No,Female,1,Divorced,24360,24,3,Healthcare Representative,4,Research & Development,4,1.0,4.0,4,0,2,1.0,2,0,0,0,2,Medical,0
1632,No,Female,1,Married,23800,18,5,Sales Executive,2,Research & Development,3,3.0,4.0,2,1,2,1.0,4,3,0,2,3,Medical,3
1633,No,Female,1,Married,194310,11,10,Manufacturing Director,3,Research & Development,3,2.0,3.0,3,0,3,3.0,7,0,1,0,3,Medical,1
1634,Yes,Male,1,Married,17900,16,2,Research Scientist,3,Research & Development,3,3.0,2.0,2,1,4,4.0,1,1,0,2,4,Life Sciences,3
1635,Yes,Male,0,Single,76440,15,1,Sales Executive,1,Research & Development,3,1.0,4.0,3,0,2,4.0,0,2,0,0,3,Medical,0
1636,No,Female,1,Married,51310,15,9,Research Scientist,3,Research & Development,3,3.0,1.0,3,7,2,3.0,8,1,1,0,4,Life Sciences,0
1637,No,Male,3,Divorced,63060,12,1,Research Scientist,4,Research & Development,3,1.0,4.0,3,0,3,2.0,0,1,3,1,2,Life Sciences,0
1638,No,Female,2,Married,47870,12,27,Manager,3,Sales,3,2.0,3.0,3,15,3,3.0,7,0,2,0,4,Life Sciences,2
1639,No,Male,1,Single,188800,22,11,Laboratory Technician,3,Sales,4,3.0,4.0,3,6,3,2.0,7,1,1,0,2,Life Sciences,2
1640,No,Female,3,Married,23390,20,18,Laboratory Technician,4,Research & Development,4,3.0,1.0,3,13,4,4.0,11,0,2,2,3,Life Sciences,3
1641,No,Male,2,Divorced,135700,16,5,Manufacturing Director,5,Research & Development,3,1.0,4.0,2,0,2,3.0,4,2,2,2,3,Technical Degree,0
1642,No,Male,2,Married,67120,21,3,Laboratory Technician,1,Sales,4,1.0,3.0,2,0,3,1.0,1,1,2,3,1,Technical Degree,0
1643,No,Female,1,Single,54060,12,5,Laboratory Technician,2,Research & Development,3,4.0,3.0,3,4,2,3.0,3,1,0,0,2,Medical,3
